identifier,New Index,Record Index,origin_url,title,Date,Cartoonists,Publisher,Page no,description,Authorities
DCDL-0019823,147,244,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1494658,"Nisbet, Alistair, 1958- :'Sorry... nuthin' for you... there's no room left in the sack!' 22 December 2011",22/12/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A16,"Santa Claus who represents the 'CCC' (Christchurch City Council) carries an enormous sack that represents 'Marryatt's pay rise' on his back. The hopes of a Christchurch earthquake victim who is trying to deal with a crack in his lawn are dashed when Santa says 'Sorry nuthin' for you... theres's no room left in the sack!' Context: Tony Marryatt is the Christchurch City Council's chief executive who has recently been given a controversial $68,000 pay rise for his performance during a year (because of the earthquakes) in which he has 'never worked so hard in my life'.
","Marryatt, Tony, 1966- (name_authority) # Christchurch (N.Z.). City Council (name_authority) # Santa Claus (name_authority) # Chief executive officers - Salaries, etc. (subject_authority) # Buildings - Earthquake effects (subject_authority)"
DCDL-0017339,148,245,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1419381,"Nisbet, Alistair, 1958-: ""Don't be upset dear... we'll get the World Cup some day!"" 19 March 2011",19/03/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A23,"A man reading a newspaper wails and sobs when he discovers that Christchurch will not be hosting any Rugby World Cup games. The newspaper is covered with disaster news like the Japanese earthquake and potential nuclear disaster, economy problems, and 'aftershock anxiety'. Context - The Christchurch earthquakes of 4 September 2010 and 22 February 2011 that have led to the decision that because of the amount of damage to the venue plus infrastructures and accommodation for visitors the Rugby World Cup will not be played in Christchurch.",Earthquake damage (subject_authority) # World Cup (Rugby football) (7th ; 2011 ; New Zealand) (subject_authority)
DCDL-0020219,149,247,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1502947,"Scott, Thomas, 1947- :'Say it, Gerry, and say it like you mean it...' 11 February 2012",11/02/2012,"Scott, Thomas",Waikato times (Newspaper),WT B3,"Prime Minister John Key tells Minister for Earthquake Recovery, Gerry Brownlee, to say it like he means it. Gerry Brownlee tosses a casual apology to the Mayor of Christchurch, Bob Parker, for calling him a clown. Bob Parker is drawn as a clown. Context: Brownlee's comments, reported in the Christchurch Mail, were a reaction to Parker's statement last week that the Government could force the city to increase rates or sell assets to pay for the earthquake recovery. (TVNZ February 9 2012).","Key, John Phillip (Rt Hon), 1961- (name_authority) # Brownlee, Gerard Anthony (Hon), 1956- (name_authority) # Parker, Robert John (Sir), 1953- (name_authority) # Local government (subject_authority)"
DCDL-0017356,150,253,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1419406,"Evans, Malcolm Paul, 1945-: RWC ticket. 17 March 2011",17/03/2011,"Evans, Malcolm Paul",Timaru herald (Newspaper); Manawatu standard (Newspaper),MS 9; TH 7,"The cartoon shows a terribly disappointed rugby fan standing in the centre of a devastated Christchurch holding up a 'RWC ticket' and bleating 'BUT...' Context - The decision that there will be no Rugby World Cup games in Christchurch because of the damage caused by the earthquakes of 4 September 2010 and 22 February 2011.
",World Cup (Rugby football) (7th ; 2011 ; New Zealand) (subject_authority) # Stadiums - Earthquake effects (subject_authority)
DCDL-0021211,151,256,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1518971,"Emmerson, Rod, 1955- :""You too huh..."" 17 March 2011",17/03/2011,"Emmerson, Rod",New Zealand herald (Newspaper),NZH A14,"The cartoon shows people walking past a battered 'Welcome to Christchurch' sign, carrying backpacks and bedding. A man with a suitcase labelled 'Jobs' (representing quake refugees) notices a Rugby World Cup official rushing after them. Context: The Rugby World Cup organisers had announced that all matches scheduled for Christchurch were to be shifted to other centres because of the amount of damage to the AMI Stadium following February's earthquake.
",World Cup (Rugby football) (7th ; 2011 ; New Zealand) (subject_authority) # Stadiums - Earthquake effects (subject_authority)
DCDL-0017342,152,257,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1419384,"Hubbard, James, 1949- : Chch. World Cup games. 16 March 2011",17/03/2011,"Hubbard, James",Northern advocate (Newspaper),NA 6,"The cartoon shows a rugby goalpost in a bad state of repair; it is held together with bandages and when a player kicks a ball that represents 'World Cup Games' towards the goalpost, it hits one of the side posts that flies a Christchurch flag, causing the post to break. Context - the decision that Christchurch will not be able to host any of the Rugby World Cup games because of the damage caused by the earthquake on 22 February 2011.
",World Cup (Rugby football) (7th ; 2011 ; New Zealand) (subject_authority) # Stadiums - Earthquake effects (subject_authority)
DCDL-0020360,153,260,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1504508,"Bromhead, Peter, 1933-:'And we thought we had problems...'. 14 March 2011",14/03/2011,"Bromhead, Peter",Marlborough Express (Newspaper),ME 7,"Two Christchurch residents read in a newspaper that an earthquake in Japan followed by a tsunami and a nuclear meltdown has resulted in 10,000 missing. Their own problems take on a new perspective. Context: the earthquakes of 4 September 2010 and 22 February 2011 in Christchurch and the earthquake, tsunami and nuclear catastrophe in Japan that struck on 11 March 2011.
",Earthquakes (subject_authority) # Nuclear reactor accidents (subject_authority) # Japan (place_authority) # Empathy (subject_authority)
DCDL-0017349,154,262,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1419396,"Tremain, Garrick, 1941-:Whole lotta shakin' goin' on. 19 March 2011",21/03/2011,"Tremain, Garrick",Otago daily times (Newspaper),ODT 10,A woman sits reading a newspaper with reports about the Japanese earthquake and the latest news on Christchurch post-earthquake. Her husband has just put a Jerry Lee Lewis record on the turntable and the song 'Whole lotta shakin' goin' on' is playing; he says Didn't I always say this guy was ahead of his time?' Context - The Christchurch earthquakes of September 4 2010 and February 22 2011 as well as the Japanese earthquake and tsunami of 11 March 2011.,"Tohoku Earthquake and Tsunami, Japan, 2011 (subject_authority) # Japan (place_authority)"
DCDL-0017215,155,271,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1412919,"Hawkey, Allan Charles, 1941- :[Award for Bob Parker] 1 March 2011",01/03/2011,"Hawkey, Allan Charles",Waikato times (Newspaper),WT 6,"An MC announces at the 'Awards' ceremony a special ward 'For a REAL leading role - Bob Parker!' Context -the Mayor of Christchurch has provided calm measured encouragement and support to the people of Christchurch in an exemplary way since the earthquake of 22 February 2011.
","Parker, Robert John (Sir), 1953- (name_authority) # Resilience (Personality trait) # Mayors - New Zealand - Canterbury Region (subject_authority) # Awards (subject_authority)"
DCDL-0021185,156,272,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1518854,"Emmerson, Rod, 1955- :I can imagine few things more trying to the patience than the long wasted days of waiting - Robert Scott. 24 February 2011",24/02/2011,"Emmerson, Rod",New Zealand herald (Newspaper),NZH A14,"The cartoon show the statue of Robert Scott in Christchurch standing lop-sidedly amid the rubble of destroyed buildings. Context: Christchurch had been devastated by an earthquake and the hunt for those trapped in damaged buildings was under way.
",Patience (subject_authority)
DCDL-0021497,157,274,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1523586,"Emmerson, Rod, 1955- :""Thank god you're here! What do you know about sewerage and water supply?"" 8 June 2011",08/06/2011,"Emmerson, Rod",New Zealand herald (Newspaper),NZH A12,"The cartoon shows a workman partly in a manhole, addressing the Dalai Lama saying ""Thank God you're here! What do you know about sewerage and water supply?"". Context: The Dalai Lama was visiting Christchurch. The city was still having trouble with basic services after the February earthquake and aftershocks.
","Public utilities - Earthquake effects (subject_authority) # Dalai Lama Tenzin Gyatso, 1935- (name_authority) # Sewerage (subject_authority)"
DCDL-0017250,158,278,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1414169,"Smith, Hayden James, 1976- :Shared stand still. 2 March 2011",02/03/2011,"Smith, Hayden James",Otago daily times (Newspaper),ODT 16,"A large group of people stand on a huge sundial in a pattern that forms a map of New Zealand; the hand of the sundial casts a shadow that falls on nine minutes to one. Context - the people of New Zealand maintained a vigil of two minutes silence at 12.51 on 1 March which was exactly a week after the Christchurch earthquake of 22 February struck.
",Memorials (subject_authority)
DCDL-0017951,159,279,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1449280,"Nisbet, Alistair, 1958- :""Maybe NOW they'll let me into the Red Zone!"" ... 24 May 2011",24/05/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A10,A rather overweight and unattractive man has dressed up as a lady and is pulling on a yellow wig in her Rachel Hunter disguise. She says 'Maybe NOW they'll let me into the Red Zone!' and the woman who has given her the disguise says 'It won't happen overnight... but it WILL happen!' Context - Businessmen and shopkeepers are becoming frustrated at not being allowed into the Red Zone to take up the businesses again.,Emergency management (subject_authority) # Business enterprises - New Zealand - Canterbury Region (subject_authority)
DCDL-0017298,160,283,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1418134,"Hawkey, Allan Charles, 1941- :""Seems a good buy."" 11 March 2011",11/03/2011,"Hawkey, Allan Charles",Waikato times (Newspaper),WT 6,"A passerby stops at an advertisement on the lawn outside a house which reads 'Sound commercial property - Christchurch $450,000' and comments to the owner that it 'seems a good buy'. The owner tells him that's 'the yearly rental'. Context - property and rental prices in Christchurch since the earthquake on 22 February 2011.
",Buildings - Earthquake effects (subject_authority)
DCDL-0017351,161,284,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1419398,"Winter, Mark, 1958-: Rugby World Cup. 17 March 2011",17/03/2011,"Winter, Mark",Southland times (Newspaper),ST 8,"The text 'Rugby World Cup' runs across the top of the cartoon. Below is a poster depicting the shape of a rugby ball with a double koru design and the year '2011'. It is accompanied by the words 'Rugby New Zealand (well not quite all New Zealand)' Someone off screen kicks a rugby ball that represents 'Christchurch' across the frame. Context - Christchurch has been told that they will not be able to host any Rugby World Cup games because of the damage to the city after the earthquakes 4 September 2010 and 22 February 2011.
",World Cup (Rugby football) (7th ; 2011 ; New Zealand) (subject_authority) # Stadiums - Earthquake effects (subject_authority)
DCDL-0017240,162,285,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1414143,"Nisbet, Alistair, 1958-:[The value of old technology in natural disasters] 3 March 2011",02/03/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A23,"The cartoon shows a room full of dying electronic gadgets including a television, sound system, a digital phone, a computer etc. and a wood burning stove, a candle, an analogue phone and a barbecue that are old technology and so very useful after the Christchurch earthquake of 22 February 2011. The barbecue says 'How can we retire? These youngsters can't cut it!'
",Survival and emergency equipment (subject_authority)
DCDL-0018513,163,287,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1467440,"Nisbet, Alistair, 1958- :Cardboard cathedral proposed... 3 August 2011",03/08/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.) (name_authority)",P A18,"The title is 'Cardboard cathedral proposed...' The cartoon shows the Christchurch Cathedral completed with cardboard boxes and a spire made of used toilet rolls. A puppy is in the process of unwinding toilet paper from the last roll. On an earlier part of the roof stand cardboard cutouts of the Christchurch wizard and maybe the mayor, Bob Parker. Context: A design for a temporary cathedral has been outlined by renowned Japanese architect Shigeru Ban. 
","Transitional Cathedral (Christchurch, N.Z.) (name_authority) # Christchurch Cathedral (Christchurch, N.Z.) (name_authority) # Public buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject authority)"
